DocumentID,PolicyID,locationCode,location,interestPol,yearMin,yearMax,startDate,endDate
document_id_1,policy_id_3557,전국,전국,"교육훈련, 체험, 인턴",18,34,20200924,20201024
document_id_2,policy_id_992,전남,광주,"교육훈련, 체험, 인턴",18,34,20200608,20200617
document_id_3,policy_id_982,전남,광주,"교육훈련, 체험, 인턴",0,99,20200101,20991231
document_id_4,policy_id_981,전남,광주,"교육훈련, 체험, 인턴",18,39,20200212,20200226
document_id_5,policy_id_977,전남,광주,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_6,policy_id_976,전남,광주,"교육훈련, 체험, 인턴",19,34,20200201,20200731
document_id_7,policy_id_963,전남,광주 동구,"교육훈련, 체험, 인턴",18,34,20200212,20200226
document_id_8,policy_id_956,전남,광주 동구,"교육훈련, 체험, 인턴",19,39,20200301,20200430
document_id_9,policy_id_896,경북,경북 영천시,"교육훈련, 체험, 인턴",18,39,20200101,20200630
document_id_10,policy_id_874,경북,경북 봉화군,"교육훈련, 체험, 인턴",18,39,20200318,20200522
document_id_11,policy_id_87,경북,대구,"교육훈련, 체험, 인턴",18,34,20200131,20200210
document_id_12,policy_id_864,경북,경북,"교육훈련, 체험, 인턴",16,18,20200301,20200315
document_id_13,policy_id_852,경북,경북,"교육훈련, 체험, 인턴",0,39,20200311,20200410
document_id_14,policy_id_85,경북,대구 달서구,"교육훈련, 체험, 인턴",0,29,20200601,20210229
document_id_15,policy_id_83,경북,대구 달서구,"교육훈련, 체험, 인턴",19,34,20200101,20201231
document_id_16,policy_id_822,경북,경북 군위군,"교육훈련, 체험, 인턴",18,39,20200701,20200831
document_id_17,policy_id_813,경북,경북 문경시,"교육훈련, 체험, 인턴",0,99,20200901,20200930
document_id_18,policy_id_810,경북,경북 김천시,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_19,policy_id_793,경북,경북 경산시,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_20,policy_id_791,경북,경북 경산시,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_21,policy_id_790,경북,경북 경산시,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_22,policy_id_79,경북,대구,"교육훈련, 체험, 인턴",18,35,20200101,20201231
document_id_23,policy_id_787,경북,경북 경산시,"교육훈련, 체험, 인턴",0,39,20200301,20201031
document_id_24,policy_id_780,경남,경남 함양군,"교육훈련, 체험, 인턴",18,40,20200101,20201231
document_id_25,policy_id_778,경남,경남 함양군,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_26,policy_id_748,경남,경남 통영시,"교육훈련, 체험, 인턴",18,39,20200106,20200115
document_id_27,policy_id_74,경북,대구 달서구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_28,policy_id_719,경남,경남 창녕군,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_29,policy_id_70,경북,대구 달서구,"교육훈련, 체험, 인턴",0,34,20200501,20200630
document_id_30,policy_id_680,경남,경남 의령군,"교육훈련, 체험, 인턴",18,65,20200101,20201231
document_id_31,policy_id_668,경남,경남 양산시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_32,policy_id_661,경남,경남 산청군,"교육훈련, 체험, 인턴",18,45,20200122,20200207
document_id_33,policy_id_654,경남,경남 사천시,"교육훈련, 체험, 인턴",18,34,20200330,20200417
document_id_34,policy_id_652,경남,경남 사천시,"교육훈련, 체험, 인턴",18,39,20200226,20200312
document_id_35,policy_id_637,경남,경남,"교육훈련, 체험, 인턴",19,34,20200526,20201210
document_id_36,policy_id_560,경남,경남 김해시,"교육훈련, 체험, 인턴",19,45,20200131,20200221
document_id_37,policy_id_547,경남,경남 김해시,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_38,policy_id_546,경남,경남 김해시,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_39,policy_id_537,경남,경남 고창군,"교육훈련, 체험, 인턴",18,45,20200316,20200417
document_id_40,policy_id_41,경북,대구,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_41,policy_id_38,경북,대구,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_42,policy_id_3,경북,대구,"교육훈련, 체험, 인턴",19,39,20200401,20200430
document_id_43,policy_id_2665,충북,충북 청주시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_44,policy_id_2661,충북,충북 청주시,"교육훈련, 체험, 인턴",19,39,20200128,20200212
document_id_45,policy_id_2660,충북,충북 청주시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_46,policy_id_2632,충북,충북 제천시,"교육훈련, 체험, 인턴",0,99,20201112,20210506
document_id_47,policy_id_2596,충북,충북 영동군,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_48,policy_id_2584,충북,충북,"교육훈련, 체험, 인턴",19,34,20200101,20201231
document_id_49,policy_id_2581,충북,충북,"교육훈련, 체험, 인턴",18,39,20200201,20200228
document_id_50,policy_id_2574,충북,충북,"교육훈련, 체험, 인턴",0,39,20200316,20200322
document_id_51,policy_id_2569,충북,충북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_52,policy_id_2560,충북,충북,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_53,policy_id_2559,충북,충북,"교육훈련, 체험, 인턴",15,39,20200203,20200331
document_id_54,policy_id_2551,충북,충북,"교육훈련, 체험, 인턴",0,39,20200101,20201231
document_id_55,policy_id_2547,충북,충북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_56,policy_id_2546,충북,충북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_57,policy_id_2540,충북,충북,"교육훈련, 체험, 인턴",18,39,20200316,20200325
document_id_58,policy_id_2522,충북,충북 괴산군,"교육훈련, 체험, 인턴",14,38,20200101,20201231
document_id_59,policy_id_2498,충남,충남 청양군,"교육훈련, 체험, 인턴",0,99,20200101,20200630
document_id_60,policy_id_2489,충남,충남 천안시,"교육훈련, 체험, 인턴",19,35,20200101,20201231
document_id_61,policy_id_2469,충남,충남 아산시,"교육훈련, 체험, 인턴",18,34,20200601,20201231
document_id_62,policy_id_2461,충남,충남 서천군,"교육훈련, 체험, 인턴",18,39,20200602,20201231
document_id_63,policy_id_2415,충남,충남,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_64,policy_id_2414,충남,충남,"교육훈련, 체험, 인턴",18,34,20200217,20200228
document_id_65,policy_id_2412,충남,충남,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_66,policy_id_2401,충남,충남,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_67,policy_id_24,경북,대구 북구,"교육훈련, 체험, 인턴",0,39,20200203,20200214
document_id_68,policy_id_2373,충남,충남 논산시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_69,policy_id_2362,충남,충남 계릉시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_70,policy_id_2351,전남,제주,"교육훈련, 체험, 인턴",19,39,20200301,20200430
document_id_71,policy_id_2349,전남,제주,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_72,policy_id_2344,전남,제주,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_73,policy_id_2328,전남,제주,"교육훈련, 체험, 인턴",19,34,20200528,20200614
document_id_74,policy_id_2312,전남,제주,"교육훈련, 체험, 인턴",18,34,20200101,20200229
document_id_75,policy_id_2310,전남,제주,"교육훈련, 체험, 인턴",18,34,20200101,20200229
document_id_76,policy_id_2309,전남,제주,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_77,policy_id_2308,전남,제주,"교육훈련, 체험, 인턴",19,34,20200101,20201231
document_id_78,policy_id_2307,전남,제주,"교육훈련, 체험, 인턴",18,34,20200101,20200229
document_id_79,policy_id_2301,전남,제주,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_80,policy_id_2300,전남,제주,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_81,policy_id_23,경북,대구 북구,"교육훈련, 체험, 인턴",0,39,20200101,20201231
document_id_82,policy_id_2299,전남,제주,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_83,policy_id_2295,전남,제주,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_84,policy_id_2288,전남,제주,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_85,policy_id_2287,전남,제주,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_86,policy_id_2282,전남,제주,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_87,policy_id_2281,전남,제주,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_88,policy_id_2277,전남,제주,"교육훈련, 체험, 인턴",18,34,20200101,20200229
document_id_89,policy_id_2276,전남,제주,"교육훈련, 체험, 인턴",18,39,20200116,20200207
document_id_90,policy_id_2,경북,대구,"교육훈련, 체험, 인턴",19,34,20200401,20200430
document_id_91,policy_id_1898,전남,전남 화순군,"교육훈련, 체험, 인턴",18,29,20200101,20201231
document_id_92,policy_id_1885,전남,전남 진도군,"교육훈련, 체험, 인턴",18,49,20200101,20201231
document_id_93,policy_id_1884,전남,전남 진도군,"교육훈련, 체험, 인턴",18,49,20200101,20201231
document_id_94,policy_id_1856,전남,전남 여수시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_95,policy_id_1851,전남,전남 여수시,"교육훈련, 체험, 인턴",19,39,20200301,20200331
document_id_96,policy_id_1847,전남,전남 여수시,"교육훈련, 체험, 인턴",19,39,20200301,20200331
document_id_97,policy_id_1832,전남,전남 순천시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_98,policy_id_1831,전남,전남 순천시,"교육훈련, 체험, 인턴",18,29,20200601,20200630
document_id_99,policy_id_1829,전남,전남 순천시,"교육훈련, 체험, 인턴",0,50,20200301,20200331
document_id_100,policy_id_1824,전남,전남,"교육훈련, 체험, 인턴",18,29,20200101,20200131
document_id_101,policy_id_1808,전남,전남,"교육훈련, 체험, 인턴",18,99,20200401,20200531
document_id_102,policy_id_1806,전남,전남,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_103,policy_id_1801,전남,전남,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_104,policy_id_18,경북,대구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_105,policy_id_1792,전남,전남,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_106,policy_id_1791,전남,전남,"교육훈련, 체험, 인턴",18,34,20200401,20200430
document_id_107,policy_id_1766,전남,전남 담양군,"교육훈련, 체험, 인턴",18,99,20200101,20201231
document_id_108,policy_id_1753,전남,전남 광양시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_109,policy_id_1751,전남,전남 광양시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_110,policy_id_1746,전남,전남 광양시,"교육훈련, 체험, 인턴",18,39,20200206,20200214
document_id_111,policy_id_1720,경기,인천 연수구,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_112,policy_id_1710,경기,인천 서구,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_113,policy_id_171,강원,강원 태백시,"교육훈련, 체험, 인턴",0,99,20200101,20200229
document_id_114,policy_id_1709,경기,인천 서구,"교육훈련, 체험, 인턴",19,34,20200713,20200724
document_id_115,policy_id_1693,경기,인천,"교육훈련, 체험, 인턴",0,99,20200801,20201231
document_id_116,policy_id_1689,경기,인천,"교육훈련, 체험, 인턴",0,39,20200101,20200331
document_id_117,policy_id_1683,경기,인천,"교육훈련, 체험, 인턴",0,39,20200101,20201231
document_id_118,policy_id_1675,경기,인천,"교육훈련, 체험, 인턴",19,39,20200201,20200331
document_id_119,policy_id_1674,경기,인천,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_120,policy_id_1673,경기,인천,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_121,policy_id_1672,경기,인천,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_122,policy_id_1666,경기,인천,"교육훈련, 체험, 인턴",18,34,20200229,20201231
document_id_123,policy_id_1652,경기,인천 남동구,"교육훈련, 체험, 인턴",18,39,20200720,20200724
document_id_124,policy_id_1649,경기,인천 남동구,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_125,policy_id_1636,경남,울산 중구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_126,policy_id_1635,경남,울산 중구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_127,policy_id_1634,경남,울산 중구,"교육훈련, 체험, 인턴",18,39,20200601,20200615
document_id_128,policy_id_1633,경남,울산 중구,"교육훈련, 체험, 인턴",18,39,20200301,20200403
document_id_129,policy_id_1624,경남,울산 울주군,"교육훈련, 체험, 인턴",18,39,20200217,20200221
document_id_130,policy_id_1612,경남,울산,"교육훈련, 체험, 인턴",0,99,20200217,20200225
document_id_131,policy_id_1601,경남,울산,"교육훈련, 체험, 인턴",18,39,20200601,20200731
document_id_132,policy_id_1599,경남,울산,"교육훈련, 체험, 인턴",18,34,20200821,20200904
document_id_133,policy_id_1590,경남,울산,"교육훈련, 체험, 인턴",15,34,20200101,20201231
document_id_134,policy_id_1584,경남,울산 동구,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_135,policy_id_1583,경남,울산 동구,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_136,policy_id_1579,경남,울산 남구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_137,policy_id_154,강원,강원 원주시,"교육훈련, 체험, 인턴",15,39,20200301,20201231
document_id_138,policy_id_1538,서울,서울 은평구,"교육훈련, 체험, 인턴",18,99,20200101,20201231
document_id_139,policy_id_1536,서울,서울 은평구,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_140,policy_id_1513,서울,서울 영등포구,"교육훈련, 체험, 인턴",19,39,20200201,20200310
document_id_141,policy_id_1477,서울,서울 성동구,"교육훈련, 체험, 인턴",0,39,20200501,20200531
document_id_142,policy_id_1469,서울,서울 서초구,"교육훈련, 체험, 인턴",19,39,20200211,20200222
document_id_143,policy_id_1464,서울,서울 서초구,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_144,policy_id_1458,서울,서울 서초구,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_145,policy_id_144,강원,강원 양구군,"교육훈련, 체험, 인턴",18,34,20200201,20201231
document_id_146,policy_id_143,강원,강원 양구군,"교육훈련, 체험, 인턴",18,34,20200201,20201231
document_id_147,policy_id_1423,서울,서울,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_148,policy_id_142,강원,강원 양구군,"교육훈련, 체험, 인턴",18,34,20200201,20201231
document_id_149,policy_id_1404,서울,서울,"교육훈련, 체험, 인턴",19,34,20200101,20201231
document_id_150,policy_id_14,경북,대구,"교육훈련, 체험, 인턴",19,34,20200101,20201231
document_id_151,policy_id_139,강원,강원 양구군,"교육훈련, 체험, 인턴",19,34,20200101,20201231
document_id_152,policy_id_13,경북,대구 남구,"교육훈련, 체험, 인턴",18,99,20200617,20200710
document_id_153,policy_id_1298,서울,서울 관악구,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_154,policy_id_1297,서울,서울 관악구,"교육훈련, 체험, 인턴",19,39,20200401,20200430
document_id_155,policy_id_1296,서울,서울 관악구,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_156,policy_id_1294,서울,서울 관악구,"교육훈련, 체험, 인턴",15,39,20200301,20201130
document_id_157,policy_id_1293,서울,서울 관악구,"교육훈련, 체험, 인턴",19,39,20200301,20201130
document_id_158,policy_id_1275,서울,서울 강북구,"교육훈련, 체험, 인턴",19,39,20200207,20200217
document_id_159,policy_id_1245,서울,서울 구로구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_160,policy_id_1241,경남,부산 영도구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_161,policy_id_1233,경남,부산 수영구,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_162,policy_id_1216,경남,부산 북구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_163,policy_id_1214,경남,부산 북구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_164,policy_id_121,강원,강원 동해시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_165,policy_id_1201,경남,부산,"교육훈련, 체험, 인턴",18,39,20200101,20200229
document_id_166,policy_id_120,강원,강원 동해시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_167,policy_id_12,경북,대구,"교육훈련, 체험, 인턴",0,99,20200601,20200711
document_id_168,policy_id_1183,경남,부산,"교육훈련, 체험, 인턴",0,99,20200401,20200430
document_id_169,policy_id_1182,경남,부산,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_170,policy_id_1145,경남,부산,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_171,policy_id_1144,경남,부산,"교육훈련, 체험, 인턴",0,39,20200101,20201231
document_id_172,policy_id_1130,경남,부산,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_173,policy_id_1128,경남,부산,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_174,policy_id_1124,경남,부산,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_175,policy_id_1122,경남,부산,"교육훈련, 체험, 인턴",18,34,20200214,20200316
document_id_176,policy_id_1120,경남,부산,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_177,policy_id_1117,경남,부산 동구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_178,policy_id_1116,경남,부산 동구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_179,policy_id_1114,경남,부산 남구,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_180,policy_id_1113,경남,부산 남구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_181,policy_id_1099,경남,부산 강서구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_182,policy_id_1095,충남,대전 유성구,"교육훈련, 체험, 인턴",18,34,20200201,20200229
document_id_183,policy_id_1094,충남,대전 유성구,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_184,policy_id_1093,충남,대전 서구,"교육훈련, 체험, 인턴",19,39,20200201,20200229
document_id_185,policy_id_1073,충남,대전,"교육훈련, 체험, 인턴",18,39,20200201,20201231
document_id_186,policy_id_1072,충남,대전,"교육훈련, 체험, 인턴",18,39,20200201,20201231
document_id_187,policy_id_1060,충남,대전,"교육훈련, 체험, 인턴",15,39,20200301,20201031
document_id_188,policy_id_1059,충남,대전,"교육훈련, 체험, 인턴",0,99,20200213,20200227
document_id_189,policy_id_1052,충남,대전,"교육훈련, 체험, 인턴",19,39,20200401,20201131
document_id_190,policy_id_1043,충남,대전 동구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_191,policy_id_1042,충남,대전 동구,"교육훈련, 체험, 인턴",19,39,20200217,20200221
document_id_192,policy_id_1039,충남,대전 대덕구,"교육훈련, 체험, 인턴",19,39,20200501,20200531
document_id_193,policy_id_1021,전남,광주 북구,"교육훈련, 체험, 인턴",19,39,20200301,20200331
document_id_194,policy_id_1020,전남,광주 북구,"교육훈련, 체험, 인턴",19,39,20200226,20200310
document_id_195,policy_id_101,경북,대구,"교육훈련, 체험, 인턴",19,34,20200201,20201130
document_id_196,policy_id_1007,전남,광주,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_197,policy_id_1000,전남,광주,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_198,policy_id_2982,전국,전국,"교육훈련, 체험, 인턴",0,99,20200801,20200831
document_id_199,policy_id_2981,전국,전국,"교육훈련, 체험, 인턴",18,99,20200101,20201231
document_id_200,policy_id_2980,전국,전국,"교육훈련, 체험, 인턴",0,99,20200805,20200819
document_id_201,policy_id_2979,전국,전국,"교육훈련, 체험, 인턴",0,99,20200810,20200818
document_id_202,policy_id_2978,전국,전국,"교육훈련, 체험, 인턴",0,99,20200701,20201031
document_id_203,policy_id_2976,전국,전국,"교육훈련, 체험, 인턴",0,99,20200801,20201231
document_id_204,policy_id_2974,전국,전국,"교육훈련, 체험, 인턴",0,99,20200801,20201231
document_id_205,policy_id_2973,전국,전국,"교육훈련, 체험, 인턴",0,99,20200814,20200824
document_id_206,policy_id_2970,전국,전국,"교육훈련, 체험, 인턴",18,60,20200804,20200810
document_id_207,policy_id_2969,전국,전국,"교육훈련, 체험, 인턴",15,34,20200731,20200807
document_id_208,policy_id_2968,전국,전국,"교육훈련, 체험, 인턴",18,99,20200724,20200812
document_id_209,policy_id_2967,전국,전국,"교육훈련, 체험, 인턴",0,99,20200727,20200813
document_id_210,policy_id_2966,전국,전국,"교육훈련, 체험, 인턴",0,65,20200724,20200729
document_id_211,policy_id_2965,전국,전국,"교육훈련, 체험, 인턴",0,99,20200724,20200729
document_id_212,policy_id_2964,전국,전국,"교육훈련, 체험, 인턴",18,65,20200727,20200810
document_id_213,policy_id_2963,전국,전국,"교육훈련, 체험, 인턴",0,99,20200801,20201231
document_id_214,policy_id_2962,전국,전국,"교육훈련, 체험, 인턴",0,99,20200720,20200731
document_id_215,policy_id_2961,전국,전국,"교육훈련, 체험, 인턴",0,99,20200720,20200731
document_id_216,policy_id_2960,전국,전국,"교육훈련, 체험, 인턴",0,99,20200720,20200731
document_id_217,policy_id_2959,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20200731
document_id_218,policy_id_2958,전국,전국,"교육훈련, 체험, 인턴",0,99,20200720,20200731
document_id_219,policy_id_2957,전국,전국,"교육훈련, 체험, 인턴",19,34,20200722,20200731
document_id_220,policy_id_2956,전국,전국,"교육훈련, 체험, 인턴",19,34,20200101,20201231
document_id_221,policy_id_2955,전국,전국,"교육훈련, 체험, 인턴",19,99,20200701,20200731
document_id_222,policy_id_2954,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_223,policy_id_2953,전국,전국,"교육훈련, 체험, 인턴",18,99,20200707,20200717
document_id_224,policy_id_2952,전국,전국,"교육훈련, 체험, 인턴",18,99,20200801,20200930
document_id_225,policy_id_2951,전국,전국,"교육훈련, 체험, 인턴",19,34,20200710,20200720
document_id_226,policy_id_2950,전국,전국,"교육훈련, 체험, 인턴",19,34,20200710,20200720
document_id_227,policy_id_2949,전국,전국,"교육훈련, 체험, 인턴",19,34,20200710,20200720
document_id_228,policy_id_2948,전국,전국,"교육훈련, 체험, 인턴",19,34,20200710,20200720
document_id_229,policy_id_2947,전국,전국,"교육훈련, 체험, 인턴",19,34,20200710,20200720
document_id_230,policy_id_2946,전국,전국,"교육훈련, 체험, 인턴",19,34,20200710,20200720
document_id_231,policy_id_2945,전국,전국,"교육훈련, 체험, 인턴",0,99,20200713,20200723
document_id_232,policy_id_2944,전국,전국,"교육훈련, 체험, 인턴",0,99,20200715,20200726
document_id_233,policy_id_2943,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_234,policy_id_2942,전국,전국,"교육훈련, 체험, 인턴",18,99,20200713,20200719
document_id_235,policy_id_2941,전국,전국,"교육훈련, 체험, 인턴",0,99,20200715,20200725
document_id_236,policy_id_2940,전국,전국,"교육훈련, 체험, 인턴",20,99,20200715,20200724
document_id_237,policy_id_2939,전국,전국,"교육훈련, 체험, 인턴",0,99,20200708,20200731
document_id_238,policy_id_2937,전국,전국,"교육훈련, 체험, 인턴",19,34,20200708,20200723
document_id_239,policy_id_2935,전국,전국,"교육훈련, 체험, 인턴",0,99,20200701,20200831
document_id_240,policy_id_2934,전국,전국,"교육훈련, 체험, 인턴",0,99,20200701,20200831
document_id_241,policy_id_2933,전국,전국,"교육훈련, 체험, 인턴",0,99,20200701,20200831
document_id_242,policy_id_2932,전국,전국,"교육훈련, 체험, 인턴",19,29,20200701,20200831
document_id_243,policy_id_2924,전국,전국,"교육훈련, 체험, 인턴",18,34,20200701,20211231
document_id_244,policy_id_2918,전국,전국,"교육훈련, 체험, 인턴",0,34,20200101,20200630
document_id_245,policy_id_2912,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_246,policy_id_2902,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_247,policy_id_2891,전국,전국,"교육훈련, 체험, 인턴",0,34,20200101,20201231
document_id_248,policy_id_2887,전국,전국,"교육훈련, 체험, 인턴",17,99,20200201,20200731
document_id_249,policy_id_2869,전국,전국,"교육훈련, 체험, 인턴",15,24,20200101,20200229
document_id_250,policy_id_2867,전국,전국,"교육훈련, 체험, 인턴",0,99,20200501,20200630
document_id_251,policy_id_2865,전국,전국,"교육훈련, 체험, 인턴",0,99,20200301,20201130
document_id_252,policy_id_2861,전국,전국,"교육훈련, 체험, 인턴",15,34,20200101,20201231
document_id_253,policy_id_2859,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_254,policy_id_2850,전국,전국,"교육훈련, 체험, 인턴",18,34,20200101,20201231
